Sex_b,Age_pre,Pclass,Embarked_S,Embarked_C,SibSp,Parch,Fare,Cabin_null,Cabin_C,Cabin_E,Cabin_G,Cabin_D,Cabin_A,Cabin_B,Cabin_F,Cabin_T,Name_Miss,Name_Mrs,Name_Master,Name_Col,Name_Major,Name_Mr,Name_Dr,Name_Don,Name_Sir,Ticket_num,Ticket_cat,Survived
0,29.0,3,1,0,3,1,25.4667,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4133,160,0
1,50.0,1,0,0,0,0,28.7125,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17595,161,0
0,30.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250653,162,0
0,36.0,3,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163,0
1,29.0,3,1,0,8,2,69.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2343,148,0
0,29.0,2,0,0,0,0,15.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2131,164,0
0,9.0,3,1,0,4,2,31.3875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347077,24,0
0,1.0,2,1,0,2,1,39.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,230136,165,1
1,4.0,3,1,0,0,2,22.025,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,315153,166,1
0,29.0,1,1,0,0,0,50.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,113767,167,0
1,29.0,3,0,1,1,0,15.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,370365,168,1
0,45.0,1,1,0,0,0,26.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,111428,169,1
0,40.0,3,0,1,1,1,15.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,364849,170,0
0,36.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349247,171,0
1,32.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,234604,172,1
0,19.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28424,173,0
1,19.0,3,1,0,1,0,7.8542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,350046,174,1
0,3.0,2,1,0,1,1,26.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,230080,137,1
1,44.0,1,0,0,0,0,27.7208,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,17610,175,1
1,58.0,1,0,0,0,0,146.5208,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,17569,30,1
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,368703,176,0
0,42.0,3,1,0,0,1,8.4042,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4579,177,0
1,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,370370,178,1
1,24.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,248747,179,0
0,28.0,3,1,0,0,0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345770,180,0
0,29.0,3,1,0,8,2,69.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2343,148,0
0,34.0,3,1,0,0,0,6.4958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101264,181,0
0,45.5,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2628,182,0
0,18.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3540,183,1
1,2.0,3,1,0,0,1,10.4625,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347054,184,0
0,32.0,3,1,0,1,0,15.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101278,83,0
0,26.0,3,0,0,0,0,18.7875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2699,185,1
1,16.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,367231,186,1
0,40.0,1,0,0,0,0,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,112277,187,1
0,24.0,3,1,0,0,0,7.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101311,188,0
1,35.0,2,1,0,0,0,21.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13528,189,1
0,22.0,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21174,190,0
0,30.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,250646,191,0
0,29.0,3,0,1,1,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367229,192,0
1,31.0,1,0,0,1,0,113.275,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,35273,193,1
1,27.0,3,1,0,0,0,7.925,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3101283,194,1
0,42.0,2,1,0,1,0,27.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,243847,195,0
1,32.0,1,0,0,0,0,76.2917,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11813,196,1
0,30.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14208,197,0
0,16.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,392089,198,1
0,27.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,220367,199,0
0,51.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21440,200,0
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349234,201,0
0,38.0,1,1,0,1,0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19943,202,1
0,22.0,3,1,0,0,0,9.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4348,203,0
0,19.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,751,204,1
0,20.5,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21173,205,0
0,18.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,236171,206,0
1,29.0,3,1,0,3,1,25.4667,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4133,160,0
1,35.0,1,1,0,1,0,83.475,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36973,61,1
0,29.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347067,207,0
0,59.0,2,1,0,0,0,13.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,237442,208,0
1,5.0,3,1,0,4,2,31.3875,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347077,24,1
0,24.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29566,209,0
1,29.0,3,1,0,0,0,7.55,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6609,210,0
0,44.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,26707,211,0
1,8.0,2,1,0,0,2,26.25,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,31921,212,1
0,19.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,28665,213,0
0,33.0,2,1,0,0,0,12.275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1585,214,0
1,29.0,3,0,0,1,0,14.4542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2665,108,0
1,29.0,3,0,1,1,0,15.5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,367230,215,1
0,29.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,14263,216,0
0,22.0,3,1,0,0,0,7.125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,217,0
0,30.0,3,0,0,0,0,7.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2694,218,0
0,44.0,1,0,1,2,0,90.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19928,219,0
1,25.0,3,1,0,0,0,7.775,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347071,220,0
1,24.0,2,1,0,0,2,14.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,250649,221,1
0,37.0,1,1,0,1,1,52.5542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,11751,222,1
0,54.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244252,223,0
0,29.0,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,362316,224,0
1,29.0,3,1,0,1,1,10.4625,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,347054,184,0
0,62.0,1,1,0,0,0,26.55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113514,225,0
0,30.0,3,1,0,1,0,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3336,226,0
1,41.0,3,1,0,0,2,20.2125,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,370129,227,0
1,29.0,3,0,0,0,2,15.2458,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2650,228,1
1,29.0,1,0,0,0,0,79.2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17585,229,1
1,30.0,1,1,0,0,0,86.5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,110152,230,1
1,35.0,1,0,0,0,0,512.3292,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17755,231,1
1,50.0,2,1,0,0,1,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,230433,232,1
0,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,384461,233,0
0,3.0,3,1,0,4,2,31.3875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,347077,24,1
0,52.0,1,1,0,1,1,79.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110413,234,0
0,40.0,1,1,0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,112059,235,0
1,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,382649,236,0
0,36.0,2,1,0,0,0,10.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17248,237,0
0,16.0,3,1,0,4,1,39.6875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3101295,49,0
0,25.0,3,1,0,1,0,7.775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347083,238,1
1,58.0,1,1,0,0,1,153.4625,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17582,239,1
1,35.0,1,1,0,0,0,135.6333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17760,240,1
0,29.0,1,1,0,0,0,31.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113798,241,0
0,25.0,3,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163,1
1,41.0,2,1,0,0,1,19.5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,250644,242,1
0,37.0,1,0,0,0,1,29.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17596,243,0
1,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,370375,244,1
1,63.0,1,1,0,1,0,77.9583,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13502,245,1
1,45.0,3,1,0,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347073,246,0
0,29.0,2,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,239853,247,0
0,7.0,3,0,1,4,1,29.125,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,382652,16,0
1,35.0,3,1,0,1,1,20.25,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2673,248,1
0,65.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,336439,249,0
0,28.0,3,1,0,0,0,7.8542,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,347464,250,0
0,16.0,3,1,0,0,0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345778,251,0
0,19.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10482,252,1
0,29.0,1,1,0,0,0,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,113056,253,0
0,33.0,3,0,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349239,254,0
0,30.0,3,1,0,0,0,9.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345774,255,1
0,22.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349206,256,0
0,42.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,237798,257,1
1,22.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,370373,258,1
1,26.0,1,1,0,0,0,78.85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19877,259,1
1,19.0,1,0,0,1,0,91.0792,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11967,260,1
0,36.0,2,0,0,0,0,12.875,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2163,261,0
1,24.0,3,1,0,0,0,8.85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,349236,262,0
0,24.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349233,263,0
0,29.0,1,0,0,0,0,27.7208,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17612,264,0
0,23.5,3,0,0,0,0,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2693,265,0
1,2.0,1,1,0,1,2,151.55,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113781,266,0
0,29.0,1,1,0,0,0,30.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19988,267,1
1,50.0,1,0,0,0,1,247.5208,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,17558,114,1
1,29.0,3,0,1,0,0,7.75,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9234,268,1
0,29.0,3,0,1,2,0,23.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367226,269,1
0,19.0,3,1,0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,163,0
1,29.0,2,0,1,0,0,12.35,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,226593,270,1
0,29.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2466,271,0
0,0.92,1,1,0,1,2,151.55,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,113781,266,1
1,29.0,1,0,0,0,0,110.8833,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17421,272,1
1,17.0,1,0,0,1,0,108.9,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17758,273,1
0,30.0,2,0,0,1,0,24.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3381,274,0
1,30.0,1,0,0,0,0,56.9292,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17485,275,1
1,24.0,1,0,0,0,0,83.1583,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11767,276,1
1,18.0,1,0,0,2,2,262.375,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,17608,277,1
1,26.0,2,1,0,1,1,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,250651,278,0
0,28.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349243,279,0
0,43.0,2,1,0,1,1,26.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13529,280,0
1,26.0,3,1,0,0,0,7.8542,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,347470,281,1
1,24.0,2,1,0,1,0,26.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,244367,96,1
0,54.0,2,1,0,0,0,14.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,29011,282,0
1,31.0,1,1,0,0,2,164.8667,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36928,283,1
1,40.0,1,0,0,1,1,134.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,16966,284,1
0,22.0,3,1,0,0,0,7.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21172,285,0
0,27.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349219,286,0
1,30.0,2,0,1,0,0,12.35,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,234818,287,1
1,22.0,2,1,0,1,1,29.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,248738,76,1
0,29.0,3,1,0,8,2,69.55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2343,148,0
1,36.0,1,0,0,0,0,135.6333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17760,240,1
0,61.0,3,1,0,0,0,6.2375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345364,288,0
1,36.0,2,1,0,0,0,13.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,28551,289,1
1,31.0,3,1,0,1,1,20.525,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,363291,153,1
1,16.0,1,0,0,0,1,57.9792,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,111361,290,1
1,29.0,3,0,1,2,0,23.25,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,367226,269,1
0,45.5,1,1,0,0,0,28.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113043,291,0
0,38.0,1,1,0,0,1,153.4625,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17582,239,0
0,16.0,3,1,0,2,0,18.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345764,37,0
1,29.0,1,1,0,1,0,133.65,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,17611,292,1
0,29.0,3,1,0,0,0,7.8958,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349225,293,0
0,29.0,1,1,0,1,0,66.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113776,140,0
1,41.0,1,0,0,0,0,134.5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16966,284,1
0,45.0,3,1,0,0,0,8.05,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7598,294,1
0,45.0,1,1,0,0,0,35.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,113784,295,0
0,2.0,2,1,0,1,1,26.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,230080,137,1
1,24.0,1,1,0,3,2,263.0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19950,26,1
0,28.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,248740,296,0
0,25.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,244361,297,0
0,36.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,229236,298,0
1,24.0,2,1,0,0,0,13.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,248733,299,1
1,40.0,2,1,0,0,0,13.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,31418,300,1
1,29.0,3,1,0,1,0,16.1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,386525,301,1
0,3.0,3,1,0,1,1,15.9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,37671,302,1
0,42.0,3,1,0,0,0,8.6625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,315088,303,0
0,23.0,3,1,0,0,0,9.225,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7267,304,0
0,29.0,1,1,0,0,0,35.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113510,305,0
0,15.0,3,0,0,1,1,7.2292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2695,306,0
0,25.0,3,1,0,1,0,17.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,349237,48,0
